State,Filed week ended,Initial Claims,Reflecting Week Ended,Continued Claims,Covered Employment,Insured Unemployment Rate
Montana,11/30/2019,1740,11/23/2019,7016,453040,1.55
Montana,12/7/2019,1932,11/30/2019,8870,453040,1.96
Montana,12/14/2019,1355,12/7/2019,8660,453040,1.91
Montana,12/21/2019,1541,12/14/2019,9144,453040,2.02
Montana,12/28/2019,1722,12/21/2019,8894,453040,1.96
Montana,1/4/2020,1555,12/28/2019,11056,453040,2.44
Montana,1/11/2020,1755,1/4/2020,11756,454298,2.59
Montana,1/18/2020,1236,1/11/2020,11254,454298,2.48
Montana,1/25/2020,922,1/18/2020,11830,454298,2.6
Montana,2/1/2020,902,1/25/2020,11527,454298,2.54
Montana,2/8/2020,935,2/1/2020,11489,454298,2.53
Montana,2/15/2020,921,2/8/2020,11479,454298,2.53
Montana,2/22/2020,795,2/15/2020,11308,454298,2.49
Montana,2/29/2020,695,2/22/2020,11296,454298,2.49
Montana,3/7/2020,714,2/29/2020,10782,454298,2.37
Montana,3/14/2020,817,3/7/2020,10112,454298,2.23
Montana,3/21/2020,15349,3/14/2020,9818,454298,2.16
Montana,3/28/2020,20763,3/21/2020,19099,454298,4.2
North Carolina,1/5/2019,3675,12/29/2018,18745,4277342,0.44
North Carolina,1/12/2019,4890,1/5/2019,21268,4299156,0.49
North Carolina,1/19/2019,3738,1/12/2019,20420,4299156,0.47
North Carolina,1/26/2019,3224,1/19/2019,22376,4299156,0.52
North Carolina,2/2/2019,3458,1/26/2019,22370,4299156,0.52
North Carolina,2/9/2019,3312,2/2/2019,22048,4299156,0.51
North Carolina,2/16/2019,3217,2/9/2019,21590,4299156,0.5
North Carolina,2/23/2019,3134,2/16/2019,21475,4299156,0.5
North Carolina,3/2/2019,2883,2/23/2019,20926,4299156,0.49
North Carolina,3/9/2019,3125,3/2/2019,20561,4299156,0.48
North Carolina,3/16/2019,2668,3/9/2019,18613,4299156,0.43
North Carolina,3/23/2019,2796,3/16/2019,20023,4299156,0.47
North Carolina,3/30/2019,2772,3/23/2019,19778,4299156,0.46
North Carolina,4/6/2019,3139,3/30/2019,19429,4299156,0.45
North Carolina,4/13/2019,3052,4/6/2019,19249,4318317,0.45
North Carolina,4/20/2019,2657,4/13/2019,18705,4318317,0.43
North Carolina,4/27/2019,2834,4/20/2019,18655,4318317,0.43
North Carolina,5/4/2019,3037,4/27/2019,18520,4318317,0.43
North Carolina,5/11/2019,3211,5/4/2019,18401,4318317,0.43
North Carolina,5/18/2019,3386,5/11/2019,18717,4318317,0.43
North Carolina,5/25/2019,3409,5/18/2019,18930,4318317,0.44
North Carolina,6/1/2019,2778,5/25/2019,19177,4318317,0.44
North Carolina,6/8/2019,3247,6/1/2019,19547,4318317,0.45
North Carolina,6/15/2019,3323,6/8/2019,19616,4318317,0.45
North Carolina,6/22/2019,3252,6/15/2019,19830,4318317,0.46
North Carolina,6/29/2019,3321,6/22/2019,20079,4318317,0.46
North Carolina,7/6/2019,2679,6/29/2019,19660,4318317,0.46
North Carolina,7/13/2019,3397,7/6/2019,20582,4338577,0.47
North Carolina,7/20/2019,3264,7/13/2019,20353,4338577,0.47
North Carolina,7/27/2019,3105,7/20/2019,20746,4338577,0.48
North Carolina,8/3/2019,3371,7/27/2019,20795,4338577,0.48
North Carolina,8/10/2019,3158,8/3/2019,20870,4338577,0.48
North Carolina,8/17/2019,3014,8/10/2019,20487,4338577,0.47
North Carolina,8/24/2019,2877,8/17/2019,20112,4338577,0.46
North Carolina,8/31/2019,3041,8/24/2019,19361,4338577,0.45
North Carolina,9/7/2019,2661,8/31/2019,18604,4338577,0.43
North Carolina,9/14/2019,3172,9/7/2019,18805,4338577,0.43
North Carolina,9/21/2019,3104,9/14/2019,18589,4338577,0.43
North Carolina,9/28/2019,3142,9/21/2019,18393,4338577,0.42
North Carolina,10/5/2019,3766,9/28/2019,18629,4338577,0.43
North Carolina,10/12/2019,3222,10/5/2019,18495,4362309,0.42
North Carolina,10/19/2019,3377,10/12/2019,18711,4362309,0.43
North Carolina,10/26/2019,3283,10/19/2019,18942,4362309,0.43
North Carolina,11/2/2019,3307,10/26/2019,19215,4362309,0.44
North Carolina,11/9/2019,3494,11/2/2019,18994,4362309,0.44
North Carolina,11/16/2019,3105,11/9/2019,19365,4362309,0.44
North Carolina,11/23/2019,3523,11/16/2019,19513,4362309,0.45
North Carolina,11/30/2019,2182,11/23/2019,18952,4362309,0.43
North Carolina,12/7/2019,3843,11/30/2019,19694,4362309,0.45
North Carolina,12/14/2019,3649,12/7/2019,19806,4362309,0.45
North Carolina,12/21/2019,3586,12/14/2019,20382,4362309,0.47
North Carolina,12/28/2019,2126,12/21/2019,19533,4362309,0.45
North Carolina,1/4/2020,3508,12/28/2019,20848,4362309,0.48
North Carolina,1/11/2020,4628,1/4/2020,21239,4381417,0.48
North Carolina,1/18/2020,4217,1/11/2020,22247,4381417,0.51
North Carolina,1/25/2020,3344,1/18/2020,22415,4381417,0.51
North Carolina,2/1/2020,3611,1/25/2020,22342,4381417,0.51
North Carolina,2/8/2020,3326,2/1/2020,22044,4381417,0.5
North Carolina,2/15/2020,3094,2/8/2020,21972,4381417,0.5
North Carolina,2/22/2020,2852,2/15/2020,21630,4381417,0.49
North Carolina,2/29/2020,1767,2/22/2020,21188,4381417,0.48
North Carolina,3/7/2020,2575,2/29/2020,20196,4381417,0.46
North Carolina,3/14/2020,3533,3/7/2020,19683,4381417,0.45
North Carolina,3/21/2020,94083,3/14/2020,20652,4381417,0.47
North Carolina,3/28/2020,172145,3/21/2020,75220,4381417,1.72
North Dakota,1/5/2019,964,12/29/2018,5754,405169,1.42
North Dakota,1/12/2019,1230,1/5/2019,6102,405557,1.5
North Dakota,1/19/2019,658,1/12/2019,6406,405557,1.58
North Dakota,1/26/2019,533,1/19/2019,6532,405557,1.61
North Dakota,2/2/2019,553,1/26/2019,6742,405557,1.66
North Dakota,2/9/2019,574,2/2/2019,6941,405557,1.71
North Dakota,2/16/2019,470,2/9/2019,7035,405557,1.73
North Dakota,2/23/2019,340,2/16/2019,6853,405557,1.69
North Dakota,3/2/2019,327,2/23/2019,6708,405557,1.65
North Dakota,3/9/2019,313,3/2/2019,6498,405557,1.6
North Dakota,3/16/2019,288,3/9/2019,6161,405557,1.52
North Dakota,3/23/2019,211,3/16/2019,5891,405557,1.45
North Dakota,3/30/2019,266,3/23/2019,5407,405557,1.33
North Dakota,4/6/2019,272,3/30/2019,5013,405557,1.24
North Dakota,4/13/2019,272,4/6/2019,4454,406719,1.1
North Dakota,4/20/2019,217,4/13/2019,3757,406719,0.92
North Dakota,4/27/2019,313,4/20/2019,3270,406719,0.8
North Dakota,5/4/2019,278,4/27/2019,2446,406719,0.6
North Dakota,5/11/2019,522,5/4/2019,2217,406719,0.55
North Dakota,5/18/2019,300,5/11/2019,2139,406719,0.53
North Dakota,5/25/2019,328,5/18/2019,1803,406719,0.44
North Dakota,6/1/2019,452,5/25/2019,1791,406719,0.44
North Dakota,6/8/2019,327,6/1/2019,1989,406719,0.49
North Dakota,6/15/2019,253,6/8/2019,1970,406719,0.48
North Dakota,6/22/2019,290,6/15/2019,1942,406719,0.48
North Dakota,6/29/2019,376,6/22/2019,1940,406719,0.48
North Dakota,7/6/2019,497,6/29/2019,2093,406719,0.51
North Dakota,7/13/2019,335,7/6/2019,2426,408192,0.59
North Dakota,7/20/2019,273,7/13/2019,2157,408192,0.53
North Dakota,7/27/2019,214,7/20/2019,2199,408192,0.54
North Dakota,8/3/2019,204,7/27/2019,2130,408192,0.52
North Dakota,8/10/2019,229,8/3/2019,1975,408192,0.48
North Dakota,8/17/2019,211,8/10/2019,1905,408192,0.47
North Dakota,8/24/2019,540,8/17/2019,1802,408192,0.44
North Dakota,8/31/2019,239,8/24/2019,2014,408192,0.49
North Dakota,9/7/2019,233,8/31/2019,1816,408192,0.44
North Dakota,9/14/2019,252,9/7/2019,1657,408192,0.41
North Dakota,9/21/2019,205,9/14/2019,1528,408192,0.37
North Dakota,9/28/2019,197,9/21/2019,1289,408192,0.32
North Dakota,10/5/2019,312,9/28/2019,1249,408192,0.31
North Dakota,10/12/2019,268,10/5/2019,1317,409901,0.32
North Dakota,10/19/2019,326,10/12/2019,1311,409901,0.32
North Dakota,10/26/2019,430,10/19/2019,1437,409901,0.35
North Dakota,11/2/2019,631,10/26/2019,1623,409901,0.4
North Dakota,11/9/2019,650,11/2/2019,2010,409901,0.49
North Dakota,11/16/2019,761,11/9/2019,2009,409901,0.49
North Dakota,11/23/2019,739,11/16/2019,2503,409901,0.61
North Dakota,11/30/2019,697,11/23/2019,2785,409901,0.68
North Dakota,12/7/2019,1004,11/30/2019,3334,409901,0.81
North Dakota,12/14/2019,1128,12/7/2019,3803,409901,0.93
North Dakota,12/21/2019,1016,12/14/2019,4540,409901,1.11
North Dakota,12/28/2019,961,12/21/2019,4729,409901,1.15
North Dakota,1/4/2020,836,12/28/2019,5785,409901,1.41
North Dakota,1/11/2020,1530,1/4/2020,6171,411624,1.5
North Dakota,1/18/2020,785,1/11/2020,6809,411624,1.65
North Dakota,1/25/2020,543,1/18/2020,7179,411624,1.74
North Dakota,2/1/2020,447,1/25/2020,6782,411624,1.65
North Dakota,2/8/2020,526,2/1/2020,6838,411624,1.66
North Dakota,2/15/2020,457,2/8/2020,6924,411624,1.68
North Dakota,2/22/2020,435,2/15/2020,6886,411624,1.67
North Dakota,2/29/2020,363,2/22/2020,6795,411624,1.65
North Dakota,3/7/2020,423,2/29/2020,6543,411624,1.59
North Dakota,3/14/2020,415,3/7/2020,6349,411624,1.54
North Dakota,3/21/2020,5662,3/14/2020,6169,411624,1.5
North Dakota,3/28/2020,11818,3/21/2020,8534,411624,2.07
Nebraska,1/5/2019,1282,12/29/2018,7517,958635,0.78
Nebraska,1/12/2019,1245,1/5/2019,7741,958335,0.81
Nebraska,1/19/2019,1181,1/12/2019,7077,958335,0.74
Nebraska,1/26/2019,1115,1/19/2019,6974,958335,0.73
Nebraska,2/2/2019,1061,1/26/2019,7333,958335,0.77
Nebraska,2/9/2019,866,2/2/2019,7498,958335,0.78
Nebraska,2/16/2019,730,2/9/2019,7449,958335,0.78
Nebraska,2/23/2019,708,2/16/2019,7409,958335,0.77
Nebraska,3/2/2019,742,2/23/2019,7326,958335,0.76
Nebraska,3/9/2019,724,3/2/2019,7263,958335,0.76
Nebraska,3/16/2019,788,3/9/2019,7071,958335,0.74
Nebraska,3/23/2019,730,3/16/2019,6899,958335,0.72
Nebraska,3/30/2019,663,3/23/2019,6063,958335,0.63
Nebraska,4/6/2019,589,3/30/2019,5078,958335,0.53
Nebraska,4/13/2019,566,4/6/2019,4272,960218,0.44
Nebraska,4/20/2019,758,4/13/2019,3822,960218,0.4
Nebraska,4/27/2019,497,4/20/2019,3645,960218,0.38
Nebraska,5/4/2019,563,4/27/2019,3305,960218,0.34
Nebraska,5/11/2019,688,5/4/2019,3105,960218,0.32
Nebraska,5/18/2019,658,5/11/2019,3204,960218,0.33
Nebraska,5/25/2019,868,5/18/2019,3148,960218,0.33
Nebraska,6/1/2019,996,5/25/2019,3337,960218,0.35
Nebraska,6/8/2019,910,6/1/2019,3747,960218,0.39
Nebraska,6/15/2019,712,6/8/2019,3891,960218,0.41
Nebraska,6/22/2019,648,6/15/2019,3913,960218,0.41
Nebraska,6/29/2019,998,6/22/2019,3908,960218,0.41
Nebraska,7/6/2019,788,6/29/2019,4270,960218,0.44
Nebraska,7/13/2019,546,7/6/2019,4578,961261,0.48
Nebraska,7/20/2019,562,7/13/2019,4006,961261,0.42
Nebraska,7/27/2019,523,7/20/2019,3995,961261,0.42
Nebraska,8/3/2019,546,7/27/2019,3939,961261,0.41
Nebraska,8/10/2019,721,8/3/2019,3868,961261,0.4
Nebraska,8/17/2019,522,8/10/2019,3803,961261,0.4
Nebraska,8/24/2019,484,8/17/2019,3069,961261,0.32
Nebraska,8/31/2019,886,8/24/2019,2756,961261,0.29
Nebraska,9/7/2019,468,8/31/2019,3092,961261,0.32
Nebraska,9/14/2019,448,9/7/2019,3023,961261,0.31
Nebraska,9/21/2019,441,9/14/2019,2586,961261,0.27
Nebraska,9/28/2019,364,9/21/2019,2237,961261,0.23
Nebraska,10/5/2019,383,9/28/2019,2282,961261,0.24
Nebraska,10/12/2019,626,10/5/2019,1689,963465,0.18
Nebraska,10/19/2019,510,10/12/2019,2146,963465,0.22
Nebraska,10/26/2019,526,10/19/2019,1984,963465,0.21
Nebraska,11/2/2019,642,10/26/2019,1821,963465,0.19
Nebraska,11/9/2019,756,11/2/2019,1683,963465,0.17
Nebraska,11/16/2019,729,11/9/2019,1662,963465,0.17
Nebraska,11/23/2019,1098,11/16/2019,2485,963465,0.26
Nebraska,11/30/2019,996,11/23/2019,3354,963465,0.35
Nebraska,12/7/2019,1150,11/30/2019,3442,963465,0.36
Nebraska,12/14/2019,1087,12/7/2019,3099,963465,0.32
Nebraska,12/21/2019,1211,12/14/2019,3499,963465,0.36
Nebraska,12/28/2019,1818,12/21/2019,3745,963465,0.39
Nebraska,1/4/2020,1099,12/28/2019,5165,963465,0.54
Nebraska,1/11/2020,1171,1/4/2020,5694,962725,0.59
Nebraska,1/18/2020,988,1/11/2020,4940,962725,0.51
Nebraska,1/25/2020,960,1/18/2020,5107,962725,0.53
Nebraska,2/1/2020,833,1/25/2020,5884,962725,0.61
Nebraska,2/8/2020,675,2/1/2020,5693,962725,0.59
Nebraska,2/15/2020,537,2/8/2020,5804,962725,0.6
Nebraska,2/22/2020,493,2/15/2020,5780,962725,0.6
Nebraska,2/29/2020,502,2/22/2020,6286,962725,0.65
Nebraska,3/7/2020,501,2/29/2020,5581,962725,0.58
Nebraska,3/14/2020,795,3/7/2020,5076,962725,0.53
Nebraska,3/21/2020,15700,3/14/2020,4859,962725,0.5
Nebraska,3/28/2020,24725,3/21/2020,16641,962725,1.73
New Hampshire,1/5/2019,808,12/29/2018,4744,647193,0.73
New Hampshire,1/12/2019,808,1/5/2019,4644,648384,0.72
New Hampshire,1/19/2019,671,1/12/2019,4694,648384,0.72
New Hampshire,1/26/2019,629,1/19/2019,4810,648384,0.74
New Hampshire,2/2/2019,583,1/26/2019,4742,648384,0.73
New Hampshire,2/9/2019,588,2/2/2019,4714,648384,0.73
New Hampshire,2/16/2019,498,2/9/2019,4690,648384,0.72
New Hampshire,2/23/2019,371,2/16/2019,4601,648384,0.71
New Hampshire,3/2/2019,919,2/23/2019,4636,648384,0.72
New Hampshire,3/9/2019,572,3/2/2019,5010,648384,0.77
New Hampshire,3/16/2019,518,3/9/2019,4484,648384,0.69
New Hampshire,3/23/2019,516,3/16/2019,4240,648384,0.65
New Hampshire,3/30/2019,433,3/23/2019,4284,648384,0.66
New Hampshire,4/6/2019,497,3/30/2019,4098,648384,0.63
New Hampshire,4/13/2019,481,4/6/2019,3853,649759,0.59
New Hampshire,4/20/2019,474,4/13/2019,3651,649759,0.56
New Hampshire,4/27/2019,863,4/20/2019,3613,649759,0.56
New Hampshire,5/4/2019,411,4/27/2019,3901,649759,0.6
New Hampshire,5/11/2019,407,5/4/2019,3287,649759,0.51
New Hampshire,5/18/2019,418,5/11/2019,3178,649759,0.49
New Hampshire,5/25/2019,396,5/18/2019,3097,649759,0.48
New Hampshire,6/1/2019,357,5/25/2019,3026,649759,0.47
New Hampshire,6/8/2019,364,6/1/2019,2979,649759,0.46
New Hampshire,6/15/2019,430,6/8/2019,2930,649759,0.45
New Hampshire,6/22/2019,800,6/15/2019,2957,649759,0.46
New Hampshire,6/29/2019,615,6/22/2019,3391,649759,0.52
New Hampshire,7/6/2019,553,6/29/2019,3444,649759,0.53
New Hampshire,7/13/2019,490,7/6/2019,3691,651104,0.57
New Hampshire,7/20/2019,408,7/13/2019,3523,651104,0.54
New Hampshire,7/27/2019,425,7/20/2019,3441,651104,0.53
New Hampshire,8/3/2019,423,7/27/2019,3408,651104,0.52
New Hampshire,8/10/2019,467,8/3/2019,3437,651104,0.53
New Hampshire,8/17/2019,464,8/10/2019,3487,651104,0.54
New Hampshire,8/24/2019,427,8/17/2019,3528,651104,0.54
New Hampshire,8/31/2019,374,8/24/2019,3440,651104,0.53
New Hampshire,9/7/2019,343,8/31/2019,2951,651104,0.45
New Hampshire,9/14/2019,326,9/7/2019,2785,651104,0.43
New Hampshire,9/21/2019,356,9/14/2019,2654,651104,0.41
New Hampshire,9/28/2019,373,9/21/2019,2665,651104,0.41
New Hampshire,10/5/2019,416,9/28/2019,2640,651104,0.41
New Hampshire,10/12/2019,391,10/5/2019,2706,652934,0.41
New Hampshire,10/19/2019,350,10/12/2019,2676,652934,0.41
New Hampshire,10/26/2019,486,10/19/2019,2708,652934,0.41
New Hampshire,11/2/2019,483,10/26/2019,2795,652934,0.43
New Hampshire,11/9/2019,510,11/2/2019,2889,652934,0.44
New Hampshire,11/16/2019,453,11/9/2019,2953,652934,0.45
New Hampshire,11/23/2019,571,11/16/2019,3005,652934,0.46
New Hampshire,11/30/2019,491,11/23/2019,3072,652934,0.47
New Hampshire,12/7/2019,698,11/30/2019,3253,652934,0.5
New Hampshire,12/14/2019,665,12/7/2019,3485,652934,0.53
New Hampshire,12/21/2019,656,12/14/2019,3533,652934,0.54
New Hampshire,12/28/2019,1123,12/21/2019,3654,652934,0.56
New Hampshire,1/4/2020,690,12/28/2019,4468,652934,0.68
New Hampshire,1/11/2020,722,1/4/2020,4575,654468,0.7
New Hampshire,1/18/2020,613,1/11/2020,4215,654468,0.64
New Hampshire,1/25/2020,577,1/18/2020,4202,654468,0.64
New Hampshire,2/1/2020,456,1/25/2020,4033,654468,0.62
New Hampshire,2/8/2020,507,2/1/2020,4050,654468,0.62
New Hampshire,2/15/2020,424,2/8/2020,4015,654468,0.61
New Hampshire,2/22/2020,444,2/15/2020,3936,654468,0.6
New Hampshire,2/29/2020,894,2/22/2020,4048,654468,0.62
New Hampshire,3/7/2020,495,2/29/2020,4475,654468,0.68
New Hampshire,3/14/2020,642,3/7/2020,3909,654468,0.6
New Hampshire,3/21/2020,29379,3/14/2020,4024,654468,0.61
New Hampshire,3/28/2020,31378,3/21/2020,27321,654468,4.17
New Jersey,1/5/2019,15716,12/29/2018,108647,3967985,2.74
New Jersey,1/12/2019,14167,1/5/2019,110669,3977393,2.78
New Jersey,1/19/2019,10190,1/12/2019,106096,3977393,2.67
New Jersey,1/26/2019,11130,1/19/2019,108219,3977393,2.72
New Jersey,2/2/2019,9903,1/26/2019,111749,3977393,2.81
New Jersey,2/9/2019,9758,2/2/2019,111536,3977393,2.8
New Jersey,2/16/2019,8841,2/9/2019,108663,3977393,2.73
New Jersey,2/23/2019,8512,2/16/2019,110184,3977393,2.77
New Jersey,3/2/2019,8155,2/23/2019,112183,3977393,2.82
New Jersey,3/9/2019,7990,3/2/2019,109482,3977393,2.75
New Jersey,3/16/2019,7853,3/9/2019,107328,3977393,2.7
New Jersey,3/23/2019,7485,3/16/2019,104241,3977211,2.62
New Jersey,3/30/2019,6894,3/23/2019,100024,3977211,2.51
New Jersey,4/6/2019,7707,3/30/2019,95817,3977211,2.41
New Jersey,4/13/2019,7641,4/6/2019,88763,3986641,2.23
New Jersey,4/20/2019,10737,4/13/2019,84194,3986641,2.11
New Jersey,4/27/2019,13778,4/20/2019,85786,3986641,2.15
New Jersey,5/4/2019,7539,4/27/2019,89666,3986641,2.25
New Jersey,5/11/2019,7672,5/4/2019,78725,3986579,1.97
New Jersey,5/18/2019,7054,5/11/2019,76577,3986579,1.92
New Jersey,5/25/2019,7928,5/18/2019,75820,3986579,1.9
New Jersey,6/1/2019,6230,5/25/2019,75880,3986579,1.9
New Jersey,6/8/2019,8217,6/1/2019,76710,3986579,1.92
New Jersey,6/15/2019,8064,6/8/2019,75278,3986579,1.89
New Jersey,6/22/2019,13644,6/15/2019,75852,3986579,1.9
New Jersey,6/29/2019,18558,6/22/2019,80090,3986579,2.01
New Jersey,7/6/2019,12612,6/29/2019,87044,3986579,2.18
New Jersey,7/13/2019,8910,7/6/2019,98783,3995886,2.47
New Jersey,7/20/2019,8070,7/13/2019,97560,3995886,2.44
New Jersey,7/27/2019,7265,7/20/2019,96801,3995886,2.42
New Jersey,8/3/2019,8205,7/27/2019,95886,3995886,2.4
New Jersey,8/10/2019,8224,8/3/2019,95093,3995886,2.38
New Jersey,8/17/2019,7541,8/10/2019,94922,3995886,2.38
New Jersey,8/24/2019,7746,8/17/2019,95509,3995886,2.39
New Jersey,8/31/2019,7103,8/24/2019,94789,3995886,2.37
New Jersey,9/7/2019,6658,8/31/2019,92978,3995886,2.33
New Jersey,9/14/2019,7455,9/7/2019,83934,3995886,2.1
New Jersey,9/21/2019,6718,9/14/2019,73417,3995886,1.84
New Jersey,9/28/2019,6699,9/21/2019,72053,3995886,1.8
New Jersey,10/5/2019,7721,9/28/2019,71660,3995886,1.79
New Jersey,10/12/2019,7706,10/5/2019,71529,3995886,1.79
New Jersey,10/19/2019,7482,10/12/2019,71216,4007202,1.78
New Jersey,10/26/2019,7990,10/19/2019,72947,4007202,1.82
New Jersey,11/2/2019,7550,10/26/2019,72909,4007202,1.82
New Jersey,11/9/2019,12747,11/2/2019,75018,4007202,1.87
New Jersey,11/16/2019,8978,11/9/2019,78801,4007202,1.97
New Jersey,11/23/2019,9523,11/16/2019,79682,4007202,1.99
New Jersey,11/30/2019,9149,11/23/2019,78017,4007202,1.95
New Jersey,12/7/2019,12463,11/30/2019,87903,4007202,2.19
New Jersey,12/14/2019,10806,12/7/2019,85764,4007202,2.14
New Jersey,12/21/2019,13001,12/14/2019,89206,4007202,2.23
New Jersey,12/28/2019,22855,12/21/2019,89248,4007202,2.23
New Jersey,1/4/2020,15325,12/28/2019,111335,4007202,2.78
New Jersey,1/11/2020,13469,1/4/2020,120461,4015146,3
New Jersey,1/18/2020,10728,1/11/2020,108425,4015146,2.7
New Jersey,1/25/2020,9325,1/18/2020,107082,4015146,2.67
New Jersey,2/1/2020,8304,1/25/2020,110022,4015146,2.74
New Jersey,2/8/2020,9288,2/1/2020,109931,4015146,2.74
New Jersey,2/15/2020,8550,2/8/2020,110016,4015146,2.74
New Jersey,2/22/2020,8396,2/15/2020,109265,4015146,2.72
New Jersey,2/29/2020,7773,2/22/2020,110902,4015146,2.76
New Jersey,3/7/2020,7996,2/29/2020,107646,4015146,2.68
New Jersey,3/14/2020,9467,3/7/2020,104283,4015146,2.6
New Jersey,3/21/2020,115815,3/14/2020,105840,4015146,2.64
New Jersey,3/28/2020,206253,3/21/2020,156181,4015146,3.89
New Mexico,1/5/2019,1085,12/29/2018,10067,783527,1.28
New Mexico,1/12/2019,1664,1/5/2019,10191,786155,1.3
New Mexico,1/19/2019,1335,1/12/2019,10096,786155,1.28
New Mexico,1/26/2019,897,1/19/2019,10227,786155,1.3
New Mexico,2/2/2019,870,1/26/2019,10337,786155,1.31
New Mexico,2/9/2019,819,2/2/2019,10226,786155,1.3
New Mexico,2/16/2019,732,2/9/2019,10009,786155,1.27
New Mexico,2/23/2019,676,2/16/2019,10011,786155,1.27
New Mexico,3/2/2019,628,2/23/2019,10033,786155,1.28
New Mexico,3/9/2019,682,3/2/2019,9851,786155,1.25
New Mexico,3/16/2019,677,3/9/2019,9622,786155,1.22
New Mexico,3/23/2019,837,3/16/2019,9540,786155,1.21
New Mexico,3/30/2019,831,3/23/2019,9539,786155,1.21
New Mexico,4/6/2019,874,3/30/2019,9393,786155,1.19
New Mexico,4/13/2019,815,4/6/2019,9146,789407,1.16
New Mexico,4/20/2019,687,4/13/2019,8908,789407,1.13
New Mexico,4/27/2019,717,4/20/2019,8919,789407,1.13
New Mexico,5/4/2019,693,4/27/2019,8903,789407,1.13
New Mexico,5/11/2019,613,5/4/2019,8740,789407,1.11
New Mexico,5/18/2019,784,5/11/2019,8292,789407,1.05
New Mexico,5/25/2019,1031,5/18/2019,8256,789407,1.05
New Mexico,6/1/2019,1235,5/25/2019,8436,789407,1.07
New Mexico,6/8/2019,995,6/1/2019,8982,789407,1.14
New Mexico,6/15/2019,786,6/8/2019,8911,789407,1.13
New Mexico,6/22/2019,746,6/15/2019,9060,789407,1.15
New Mexico,6/29/2019,671,6/22/2019,8946,789407,1.13
New Mexico,7/6/2019,686,6/29/2019,8683,789407,1.1
New Mexico,7/13/2019,823,7/6/2019,8839,793201,1.11
New Mexico,7/20/2019,631,7/13/2019,8303,793201,1.05
New Mexico,7/27/2019,634,7/20/2019,8832,793201,1.11
New Mexico,8/3/2019,746,7/27/2019,8657,793201,1.09
New Mexico,8/10/2019,687,8/3/2019,8614,793201,1.09
New Mexico,8/17/2019,681,8/10/2019,8238,793201,1.04
New Mexico,8/24/2019,668,8/17/2019,7750,793201,0.98
New Mexico,8/31/2019,652,8/24/2019,7512,793201,0.95
New Mexico,9/7/2019,680,8/31/2019,7332,793201,0.92
New Mexico,9/14/2019,723,9/7/2019,7466,793201,0.94
New Mexico,9/21/2019,681,9/14/2019,7356,793201,0.93
New Mexico,9/28/2019,699,9/21/2019,7455,793201,0.94
New Mexico,10/5/2019,948,9/28/2019,7398,793201,0.93
New Mexico,10/12/2019,825,10/5/2019,7606,796105,0.96
New Mexico,10/19/2019,843,10/12/2019,7581,796105,0.95
New Mexico,10/26/2019,933,10/19/2019,7724,796105,0.97
New Mexico,11/2/2019,928,10/26/2019,7977,796105,1
New Mexico,11/9/2019,1008,11/2/2019,8205,796105,1.03
New Mexico,11/16/2019,882,11/9/2019,8449,796105,1.06
New Mexico,11/23/2019,928,11/16/2019,8653,796105,1.09
New Mexico,11/30/2019,811,11/23/2019,8736,796105,1.1
New Mexico,12/7/2019,1041,11/30/2019,9270,796105,1.16
New Mexico,12/14/2019,939,12/7/2019,9115,796105,1.14
New Mexico,12/21/2019,986,12/14/2019,9271,796105,1.16
New Mexico,12/28/2019,1135,12/21/2019,9232,796105,1.16
New Mexico,1/4/2020,799,12/28/2019,10140,796105,1.27
New Mexico,1/11/2020,1194,1/4/2020,10310,799085,1.29
New Mexico,1/18/2020,947,1/11/2020,9920,799085,1.24
New Mexico,1/25/2020,764,1/18/2020,10137,799085,1.27
New Mexico,2/1/2020,784,1/25/2020,10066,799085,1.26
New Mexico,2/8/2020,873,2/1/2020,9965,799085,1.25
New Mexico,2/15/2020,725,2/8/2020,9987,799085,1.25
New Mexico,2/22/2020,737,2/15/2020,10051,799085,1.26
New Mexico,2/29/2020,681,2/22/2020,10039,799085,1.26
New Mexico,3/7/2020,690,2/29/2020,9845,799085,1.23
New Mexico,3/14/2020,869,3/7/2020,9566,799085,1.2
New Mexico,3/21/2020,18105,3/14/2020,9288,799085,1.16
New Mexico,3/28/2020,27849,3/21/2020,20087,799085,2.51
Nevada,1/5/2019,2450,12/29/2018,21591,1318120,1.64
Nevada,1/12/2019,2975,1/5/2019,20257,1328365,1.52
Nevada,1/19/2019,2716,1/12/2019,20106,1328365,1.51
Nevada,1/26/2019,2319,1/19/2019,20470,1328365,1.54
Nevada,2/2/2019,2461,1/26/2019,20368,1328365,1.53
Nevada,2/9/2019,2403,2/2/2019,20301,1328365,1.53
Nevada,2/16/2019,2525,2/9/2019,20397,1328365,1.54
Nevada,2/23/2019,2130,2/16/2019,20591,1328365,1.55
Nevada,3/2/2019,2146,2/23/2019,20177,1328365,1.52
Nevada,3/9/2019,2229,3/2/2019,20132,1328365,1.52
Nevada,3/16/2019,2288,3/9/2019,19588,1328365,1.47
Nevada,3/23/2019,2115,3/16/2019,19152,1328365,1.44
Nevada,3/30/2019,2013,3/23/2019,18779,1328365,1.41
Nevada,4/6/2019,2008,3/30/2019,18298,1328365,1.38
Nevada,4/13/2019,2196,4/6/2019,17451,1339717,1.3
Nevada,4/20/2019,2660,4/13/2019,17599,1339717,1.31
Nevada,4/27/2019,2276,4/20/2019,18529,1339717,1.38
